filenameNumber,labile,moleculeID,smiles,maxWidth,maxWidthIntensity,maxWidthShift,labileProtonType,labileProtonNumber,heteroatomsList,rangesPeaksRatio,solvent,solventShift,containsAromaticSystem,singletFit
492,1,fdyP`@JA@IJUuVUuIRsjjj`@j`@@,C=1(C=C(C=CC=1CNC)OCCN2(CCOCC2)),0.015788022636548105,0.07013487971351841,1.248224485541909,["NH"],1,["N"],0.2962962962962963,CDCl3,7.26,1,0.6398637430320108
493,1,f`a`R@JBdkP@cIDeLhiUHReUTsUUCE@@,C1(CN(C(CS1)C(=O)O)C(=O)OC(C)(C)C),0.013261939014695745,0.0822167812608207,2.575492323786948,["OH"],1,["O"],0.3684210526315789,DMSO,2.5,0,6.442965090727685
496,1,foAP`@CV@aInUvUxJsf`@`@@@@,C=1(C(=CN=CN=1)C2(=CC=C(C=C2)C(=O)O)),0.00505216724369717,0.2364667813737219,7.949782250208726,["OH"],1,["O"],0.2631578947368421,DMSO,2.5,1,6.5315632640486205
498,1,dg}H@MLDee]eVx{h@H@@@@,C=2(C(C1(=CC=C(C=C1)CO))=CN=CN=2),0.0069467299600836085,0.09629934333112372,7.500870810721246,["OH"],1,["O"],0.35714285714285715,CDCl3,7.26,1,10.266399558287574
499,1,foAp@@@XleJoJzdhkP@P@U@@@,C=1(C(=CN=CN=1)C2(=CC=C(C=C2)CNC)),0.005683688149159316,0.12574243000776159,7.411068367633681,["NH"],1,["N"],0.3125,CDCl3,7.26,1,12.76849160310782
500,1,dk]D@BXDrJZJJEIatvijiV@@,C=12(C=CC=CC2(=NN(C=1C(=O)O)C)),0.012630418109225161,0.05648511093640601,13.656650929730096,["OH"],1,["O"],0.2608695652173913,DMSO,2.5,1,0.43318378420894255
511,1,foAp`@EZ\ABS\kkKpUgM@AUJP@@,C=2(C=C(CN1(C=NC=N1))C=CC=2C(=O)O),0.018314106258376484,0.16098558746143957,13.033185586687072,["OH"],1,["O"],0.23076923076923078,DMSO,2.5,1,1.6058482872829611
513,1,dgH@IVpRVUue[cn`@jeH@@,C2(=C(C=CC(CN1(C=NC=N1))=C2)CO),0.007578250865545755,0.17681194431742003,5.291663738178637,["OH"],1,["O"],0.21739130434782608,CDCl3,7.26,1,8.377302888498056
515,1,fdyP@`LZ@D^d@rDYAJYyU]zqQQjYBBJj`@@,C=2(C=C(C=1(SC=C(N=1)CNC))C=CC=2C(F)(F)F),0.0069467299600836085,0.17238366152656073,7.624830580814476,["NH"],1,["N"],0.4375,CDCl3,7.26,1,4.044822345218771
528,1,dkm@hDhHchaYCY@yCHheELYFF@bJh@@,C1(C(F)(F)F)(=C(C(Cl)=NC(=C1)Cl)N),0.07074632289404256,0.15585541346210607,4.635827868038581,["NH2"],2,["N"],0.4,CDCl3,7.26,1,6.661378107970513
530,1,dcOD@AePQIeegEVijf`@,C1(=C(N(C)N=C1)N)(C(=O)OCC),0.027786919840334434,0.05197466016192858,5.022635832451763,["NH2"],2,["N"],0.46153846153846156,CDCl3,7.26,1,0.9640157204117266
532,1,dg@PBZpbIbLbbbTTrKJ]pPUEQ@@,C=2(N1(CCNCC1))(C(Cl)=CN=CC=2Cl),0.006315209054619242,0.19573751364388628,1.6087031468104136,["NH"],1,["N"],0.38461538461538464,CDCl3,7.26,1,0.6910163122073111
544,1,f`q`b@NBd@HrQQQJJUKXX{uMLpPD@@@,S1(C(C(=O)OC)=C(C=C1C2(=CC=CC=C2))N),0.01326193901470507,0.07440387028870415,5.484909135250054,["NH2"],2,["N"],0.35,CDCl3,7.26,1,0.3992442996820256
546,1,do}DIMNwBHFPfPVPNW{HhhdiDgFz@`ji`@@,C=1([N+]([O-])=O)(C=C(C(F)(F)F)C(=CC=1N)Cl),0.007578250865535097,0.8708262801341234,8.493512405308465,["NH2"],2,["N"],0.1724137931034483,CDCl3,7.26,1,1.628320136047213
547,1,fhi`a@KN|BHDDYEDeeDdeCQbmP@TuSP`@@,S1(C(C(=O)OC)=C(C=C1C2(=CC=C(C=C2)Cl))N),0.008841292676470047,0.17079749624139626,6.632893283433597,["NH2"],2,["N"],0.4117647058823529,DMSO,2.5,1,0.9065728335742805
549,1,dkmDpJ{SBPRPrPrJPqJISijfif`@,N1(C=C(C(C(F)(F)F)=N1)C(=O)O)(C),0.008209771770996355,0.22216800871621534,8.472634538990803,["OH"],1,["O"],0.42857142857142855,DMSO,2.5,1,0.4711338859518384
556,1,fdyPc@J\lxD`bPqHYEHXhihid^JCFjfjA`D@@,N1(N=CC(C(O)=O)=C1(C(F)(F)F))(C=2(C=CC=CC=2)),0.005683688149159316,0.9980075775645679,7.589482581647708,["OH"],1,["O"],0.14285714285714285,DMSO,2.5,1,21.694056441534553
559,1,deVD`JxPBDiU{pjVfh@@,S1(C=C(C(=C1)N)C(=O)OC),0.0037891254327728774,0.15678095975072998,7.912431883714733,["NH2"],2,["N"],0.6,CDCl3,7.26,1,1.6422515326278908
560,1,dcLLpAePqDBJqLbbTVTIMSUSR@@,S1(C(C(=O)OC)=C(C(=C1Br)Br)O),0.003789125432770213,0.058524799620780665,2.502585243114174,["OH"],1,["O"],0.4,DMSO,2.5,1,0.7255172699212143
563,1,dcuD@LtDrJIJQUMUUV@@,C(OC(C)(C)C)(=O)NCCC#N,0.006315209054617021,0.05252269169828734,2.5350447708147197,["NH"],1,["N"],0.5,CDCl3,7.26,0,1.89362408818804
567,1,dg@@@VtjYU_^V]jB`bh@@,N2(C1(=CC=C(C=C1)N))(CCN(CC2)C),0.022103231691159575,0.05377459983330338,3.428045546160246,["NH2"],2,["N"],0.3,CDCl3,7.26,1,0.711951994892153
568,1,deVD`LxPBDig{Jjefh@@,S1(C(N)=C(C=C1)C(OC)=O),0.00505216724369717,0.13186131208212165,6.194237165839045,["NH2"],2,["N"],0.6,CDCl3,7.26,1,2.1008449451337934
584,1,dk]D@ILDRY[VtUtvh@ab@@,C(OC)(C=1(C=CC2(=C(C=1)N=CN2)))=O,0.01452498082561915,0.05712860679189588,3.3530644753901937,["NH"],1,["N"],0.5,DMSO,2.5,1,0.5904124422137109
595,1,dmuD`BZUCDRYfVIijZZ@@,N1(C)(C(=C(Br)C(=N1)C)C(=O)O),0.003789125432770213,0.8488502151299517,2.1516244177851203,["OH"],1,["O"],0.6,DMSO,2.5,1,1.9212656454264323
596,1,f`qP`@FB@cHihhh]DdpSoMRuP@P@@,N1(C(C)=C(C(O)=O)C(C)=N1)(C2(=CC=CC=C2)),0.01452498082561915,0.12627266376865473,3.35468510039488,["OH"],1,["O"],0.23809523809523808,DMSO,2.5,1,1.1083578914911913
612,1,dmuDaFTYCDZYyIe[fn`BF`@@,[N+](C1(=CC(Br)=CC=C1N))([O-])=O,0.08547526732385567,0.1683342020917723,6.101298098605917,["NH2"],2,["N"],0.1935483870967742,CDCl3,7.26,1,8.273607441978838
613,1,dg\L`J[`BLdRTQTRQwUMP@@@@,C(=O)(O)CSCCOC1(=CC=CC=C1),0.004420646338235024,0.207727249220846,7.3017806605439235,["OH"],1,["O"],0.1875,DMSO,2.5,1,5.212651425180561
624,1,fdep@@@PdeLsK[kdYXOhsUA@@@`@@,N2(C(=CC(C1(=CC=CC=C1))=N2)N)(C3(=CC=CC=C3)),0.016419543542004256,0.3308254443327478,3.86000584549605,["NH2"],2,["N"],0.1111111111111111,CDCl3,7.26,1,3.271162708956856
626,1,f`qA`@@HHdwJzrkNN|uMW@@`@@,O2(C(=CC=C2(C#CC1(=CC=CC=C1)))C(O)=O),0.0069467299600836085,0.3665407461443855,7.488724968281444,["OH"],1,["O"],0.16216216216216217,DMSO,2.5,1,14.36181138672043
629,1,deTL`JFPBDiUVpjVih@@,S1(C=C(OC)C(C(O)=O)=C1),0.003789125432770213,0.20955138923451266,2.516112432357069,["OH"],1,["O"],0.4,DMSO,2.5,1,1.2130891095910334
631,1,fdea@@B@RYvYeU|DlGtZjh@@@`@@,N1(CC(C1)O)(C(C2(=CC=CC=C2))C=3(C=CC=CC=3)),0.021471710785697873,0.09678941510231234,2.319094836169497,["OH"],1,["O"],0.14285714285714285,CDCl3,7.26,1,1.4932035178112086
637,1,dgD@FFPSHihheBdJz[STtmP@@,C1(=C(C)N2(C(N=C1)=CC(=N2)C))(C(=O)O),0.00505216724369717,0.2609447317185226,6.6303270894384445,["OH"],1,["O"],0.4444444444444444,DMSO,2.5,1,0.3982313446063103
640,1,difH@FAIVUxZ`@@@,N1(=CC(CCO)=CC=C1),0.012630418109242925,0.3185193554789869,4.750458595865147,["OH"],1,["O"],0.2608695652173913,CDCl3,7.26,1,1.9465853092938719
652,1,foA@P@@HeYImfU}yKQfjP`J`@@,C1(=C(C=C2(OC=C(C2(=C1))CC(O)=O))OC),0.011367376298310639,0.0576840659981547,3.368492359935781,["OH"],1,["O"],0.42857142857142855,DMSO,2.5,1,0.4516187237174965
656,1,dk_D`DH]LHaIe[]jXYffefh@@,C=2(N1(C(C=CC(=N1)Cl)=NC=2(C(O)=O))),0.0063152090546125805,0.5113723569625777,8.275318645013934,["OH"],1,["O"],0.175,DMSO,2.5,1,12.074843843166505
657,1,dmvH@IAJ[WUnh@J`@@,C1(=CC=C(C=C1)CNC)(OC),0.015788022636548105,0.0528478922187492,1.198994396603585,["NH"],1,["N"],0.42857142857142855,CDCl3,7.26,1,0.6012041191473274
658,1,dkn@pMBPRPrPrJPqIPhYj`@j@@,C(C=1(C=C(CNC)C=CC=1))(F)(F)F,0.008841292676470047,0.1062539486467904,7.539328150571836,["NH"],1,["N"],0.5,CDCl3,7.26,1,0.045468238243632136
659,1,deV@`ABHRYWVf`@j@@,C=1(Cl)(C=CC(=CC=1)CNC),0.005683688149159316,0.055551603147853845,7.20473470558786,["NH"],1,["N"],0.3,CDCl3,7.26,1,7.0707063768991265
661,1,die@@@yJUuJ`@j@@,N1(=CC=C(C=C1)CNC),0.01641954354201003,0.054193048117636075,1.297259939771007,["NH"],1,["N"],0.45454545454545453,CDCl3,7.26,1,0.4705004148176726
672,1,foA`a@IV\BHDDILk]nuNJu@DSTp`@@,S2(C=C(N=C2(C1(=CC(=CC=C1)Cl)))C(=O)O),0.017051064447453967,0.07955537611927624,13.239354333412379,["OH"],1,["O"],0.2222222222222222,DMSO,2.5,1,0.05594717569315629
678,1,dmuH@JDDiWVbjjjj`@,CC(C)(CN1(CCOCC1))N,0.004420646338231915,0.1389996436205139,3.662145656077832,["NH2"],2,["N"],0.3076923076923077,CDCl3,7.26,0,2.1685766465110388
681,1,deU@`FDLQIVYfFjVj@@,N1(N=C(C)C(=C1(C))CCBr),0.005052167243693617,0.1065647944675261,2.9437445663135264,["NH"],1,["N"],0.5,CDCl3,7.26,1,1.7639742671474594
684,1,dklD`MLLQIe]UjZ@BjX@@,C1(=CC=C(CCCC(O)=O)C=C1)(Br),0.08588684314279149,0.1444568147743213,3.4007772802612957,["OH"],1,["O"],0.13333333333333333,DMSO,2.5,1,9.830389214615302
687,1,defD`DJ`BDfyUZjj@@,O(CC)C(C(N)=S)OCC,0.005683688149157318,0.058164497715410525,1.1057104381517873,["NH2"],2,["N"],0.17647058823529413,DMSO,2.5,0,16.439503932330233
690,1,dg}D@FxDrJZJIJECIvtAAUD@@,N2(C1(=NC=CC=C1(C(O)=O)))(CCCC2),0.011367376298302645,0.18960301951256303,12.76560994283234,["OH"],1,["O"],0.25925925925925924,DMSO,2.5,1,1.244634931209149
696,1,dg|D`Cl@aJUyW[BeZV@BZ@@,C(=O)(C1(=CC=C(C=C1)C2(=CSC=C2)))O,0.0063152090546125805,0.48304456877690605,12.98285634850531,["OH"],1,["O"],0.16666666666666666,DMSO,2.5,1,1.7995703147713604
710,1,fdy```LZL@H}HAdHrFRJKQIJJjSEEVidHFJj@@@,S2(C(C1(=CC=C(C=C1)C(F)(F)F))=NC(C(O)=O)=C2),0.10097166656368828,0.22830804577595532,3.366227484668468,["OH"],1,["O"],0.19230769230769232,DMSO,2.5,1,15.005966498732024
722,1,daEH`D[`bDfUZZ@B@@,N1(=C(C=C(N=C1)Cl)O),0.023997794407527806,0.1774828502257387,13.018322016500939,["OH"],1,["O"],0.3333333333333333,DMSO,2.5,1,2.8091633350347798
725,1,deuH@JdDie]rnF`PJ@@,C1(=C(C=C2(C(=C1)N=CO2))N),0.02020866897478868,0.25383175803189595,5.36279553115517,["NH2"],2,["N"],0.375,DMSO,2.5,1,2.9130569322296465
726,1,foQq@@AR\CIEDehXdlTxJsjA@jjb@@,C1(=CN=C(C2(=C1OC=C2))N3(CCNCC3)),0.010104334487390787,0.4726463742045616,1.6739067769537603,["NH"],1,["N"],0.3548387096774194,CDCl3,7.26,1,3.2169994903590573
731,1,dcnD`BWPqDfYVuixXHJEH@@,C1(=CC=C2(C(=C1Br)NC(C2=O)=O)),0.011998897203763903,0.22314513836882172,11.33534721631918,["NH"],1,["N"],0.2857142857142857,DMSO,2.5,1,1.83140051790332
732,1,dclD@@UJYf]hYv`hbHaJ@@,C1(=CC=C2(OC(CCC2(=C1))CO)),0.02020866897477447,0.057525283590499694,3.739385352552865,["OH"],1,["O"],0.08791208791208792,CDCl3,7.26,1,5.2833153228714185
733,1,dcLL`AWPdDfYWyn`HFX@@,C1(=CC(=C(C=C1(C(O)=O))C=O)F),0.007578250865540426,0.1347584656722181,3.349403107629167,["OH"],1,["O"],0.19444444444444445,DMSO,2.5,1,0.34988421730420016
735,1,dcnH`NtLSHhheEFp}LADLd@@,C1(=CC=C2(C(=C1Br)C(=CN2)C=O)),0.005683688149155319,0.6083142433839445,3.35755717389062,["NH"],1,["N"],0.3684210526315789,DMSO,2.5,1,2.063546283438336
739,1,fhipb@ARuxHLQIe]Y[zcMF`@jeib@@,C=2(Br)(C=CC(CN1(C(=C(N=N1)C(O)=O)C))=CC=2),0.0069467299600836085,0.32966320032388585,5.633656351772178,["OH"],1,["O"],0.26666666666666666,DMSO,2.5,1,1.0104414854396788
742,1,fhqa`@L@PGHhdiEXdlkNZjj@BP@@,C=1(C=CC(=CC=1)C=O)(CNC(=O)OC(C)(C)C),0.01010433448739434,0.10215000942698407,4.317868320535986,["NH"],1,["N"],0.5454545454545454,CDCl3,7.26,1,1.5769884855758436
744,1,fhqa`@L@PGHhdiEXdh[NZjj@BP@@,C=1(C=CC(C=O)=CC=1CNC(OC(C)(C)C)=O),0.01010433448739434,0.09363104674395331,4.285887305330099,["NH"],1,["N"],0.42857142857142855,CDCl3,7.26,1,1.33563308473549
745,1,fhipb@DLEhpIAIe[]mjgAR`BJfja@@,C=1(C=C2(C(=NC=1F)NN=C2(C(OC(C)(C)C)=O))),0.0063152090546125805,0.051119370767441975,8.560622754932414,["NH"],1,["N"],0.6666666666666666,DMSO,2.5,1,0.21745331278889873
752,1,dg|DPClH`PcHhdieBiSCL@EMLP@@,S1(C=2(C=CC(=CC=2(C(=C1)CC(=O)O))Cl)),0.015156501731080851,0.08864175271776431,3.364261934708614,["OH"],1,["O"],0.32142857142857145,DMSO,2.5,1,0.6258474726503205
757,1,dmM@@@yIYe^ne^dHB@@,N1(C=C(C=2(C=CC=CC1=2))C#N),0.017051064447465958,0.11877391524057972,3.3569364817425895,["NH"],1,["N"],0.16216216216216217,DMSO,2.5,1,1.263543917642011
758,1,devD@HAdiYWpafdHB@@,O1(N=C(C2(=C1C=CC=C2))O),0.007578250865545755,0.7857246875777205,7.793166344030439,["OH"],1,["O"],0.12244897959183673,CDCl3,7.26,1,17.836034732509862
770,1,deVH@AAJYU^f```@@,NCCOC1(=CC=CC=C1),0.010104334487390787,0.5813102431438197,1.3618475393938398,["NH2"],2,["N"],0.14705882352941177,CDCl3,7.26,1,3.38281388377447
771,1,dcNL`DY]BHRYVWjz@Hi`@@,N=1(C(=CC(=CC=1OC)C(O)=O)Cl),0.003789125432770213,0.10051902467444238,2.5003413360370055,["OH"],1,["O"],0.4,DMSO,2.5,1,1.1785513855824234
772,1,dmvD`DePbLbbRbLih@JX@@,C=1(C(O)=O)(C=C(Cl)N=C(C=1)C),0.010735855392856486,0.19337780242699698,7.642184548308745,["OH"],1,["O"],0.4,DMSO,2.5,1,0.7215480885604094
775,1,dmu@pNTIAICICHiCEEiVjB@@@,C(C1(=C(N)C=NC=C1))(F)(F)F,0.4875341390167769,0.07976665406916074,4.050388179043894,["NH2"],2,["N"],0.16129032258064516,CDCl3,7.26,1,13.514451760858758
777,1,dknDpCWPdDdLdLbdLTRbdzhHF@@@,C1(=C(C(F)(F)F)C=CN=C1)(C(=O)O),0.006946729960073839,0.8243744147107587,9.088331809398934,["OH"],1,["O"],0.2,DMSO,2.5,1,2.6300976099523314
782,1,foAQ@@DN@drsJkjlYsT@@@@@@,C(NC=1(C=CN=CC=1))(=O)C2(=CC=CC=C2),0.011998897203763903,0.46830928203285516,10.616438201005424,["NH"],1,["N"],0.14285714285714285,DMSO,2.5,1,4.151733778803605
783,1,dg]LqNWSlIAICIAYolbdLRRR`sU@AS@@@,C=1([N+]([O-])=O)(C=C(C(F)(F)F)C=NC=1O),0.0056836881491513225,0.8447575528539618,8.681736361630486,["OH"],1,["O"],0.08771929824561403,DMSO,2.5,1,8.270833340071515
784,1,daG@`B[`qDfYrZek`@,N1(C=C(C(C#N)=N1)Br),0.003789125432770213,0.12222390288070671,2.5167691459078987,["NH"],1,["N"],0.5,DMSO,2.5,1,0.4931289995634703
785,1,die@PDhHchaIefXXBH@@,N1(=C(C(N)=CC=C1Cl)Cl),0.010735855392856486,0.31896937358242383,5.802872426418624,["NH2"],2,["N"],0.36363636363636365,DMSO,2.5,1,1.9812827196637466
786,1,fdypb@NBt{pICHhdlheBieQbcP@ULsTP@@,N1(N=CC(=C1(N))C(OCC)=O)(C2(=CC=C(C=C2)F)),0.011998897203780778,0.24027094749024763,6.346741464247624,["NH2"],2,["N"],0.27586206896551724,DMSO,2.5,1,1.7119799449028188
788,1,dmtDPBTHchcHhhmDVFBBI@@,C1(=CC(=C(O)C(=C1)Cl)Cl)(C=O),0.01326193901470507,0.09322564337901129,6.450184334181911,["OH"],1,["O"],0.7142857142857143,CDCl3,7.26,1,0.045516825821439864
790,1,fhqQPBHL@`soPeGYEMEDeMEFKSPPTLt@@@,C=1(NC(=O)C)(C(=CC=CC=1(C(=O)OC))[N+](=O)[O-]),0.003157604527310731,0.12902437752823667,7.314199915926842,["NH"],1,["N"],0.4,CDCl3,7.26,1,2.59366903617582
799,1,difH@BCHhhdVz@``@@,N1(=C(C(O)=CC=C1C)C),0.0069467299600836085,0.15783821955662453,6.878366971180049,["OH"],1,["O"],0.6,DMSO,2.5,1,2.3098950115117525
806,1,f`aQC@N^lBPQHXdLbdLTRRTtmUPPQM`@@,C1(C(F)(F)F)(=C(NC(=O)C)C=CC(C#N)=C1),0.00947281358191887,0.0724025075042727,9.804042367794295,["NH"],1,["N"],0.4375,DMSO,2.5,1,0.41815497026720366
807,1,dk^D@JCTiWYVJeNjh@b@@,N2(C1(=CC(O)=CC=C1))(CCOCC2),0.00505216724369717,0.45545097943470997,4.964188021157889,["OH"],1,["O"],0.22857142857142856,CDCl3,7.26,1,1.3814769463284242
813,1,die@@@{IDeBbh@J`@@,N1(=CC(CNC)=CC=C1),0.007578250865540426,0.550494114261955,3.693352467130569,["NH"],1,["N"],0.3125,CDCl3,7.26,1,1.5791259212985684
814,1,foAPRBBVxHs`QAIEvQQQJIEQLejtDCELd@@,C1(=C(Cl)C=C2(C(=C1)C(NC2=O)=O))([N+](=O)[O-]),0.018314106258389362,0.35387498427029307,3.4141520862400885,["NH"],1,["N"],0.14285714285714285,DMSO,2.5,1,3.391166712198668
817,1,deU@@@iIYg~G``H@@,N#CC1(=C(C=C(C=C1)C)N),0.010735855392856486,0.056626023571262264,4.251702190105068,["NH2"],2,["N"],0.2857142857142857,CDCl3,7.26,1,0.07415786436431887
827,1,dg]HpAl`dDdLdLbdJbbrr{UPPE`@@,C(OC=1(C(=CC=C(C#N)C=1)N))(F)(F)F,0.07847101673915481,0.22611858038884194,4.432163038143631,["NH2"],2,["N"],0.20833333333333334,CDCl3,7.26,1,10.752615336021721
828,1,dmtD`ITHaIfWyn`HI`@@,C(C=1(C=C(Cl)C(=CC=1)C))(=O)O,0.015156501731080851,0.14960670211576446,3.352387407668016,["OH"],1,["O"],0.375,DMSO,2.5,1,0.054732725344459346
832,1,dcND@MADfVulYZ`@h@@,C(C=1(C=C(C)C(=CC=1)N))(=O)OC,0.011367376298318632,0.2785385655921446,5.746797627169683,["NH2"],2,["N"],0.4666666666666667,DMSO,2.5,1,1.9602932834424056
837,1,devH@DAIeURhYZh@@@@,N1(C(CC=2(C1=CC=CC=2))=O),0.01894562716383774,0.12289684912841675,10.384169247538502,["NH"],1,["N"],0.2413793103448276,DMSO,2.5,1,1.357979653293044
838,1,dknBaEx]LIAYOlbbbTRlZXHFI`@@,[N+](C=1(C=C(F)C(=CC=1)C(=O)O))([O-])=O,0.005683688149155319,0.052627311883566535,2.3558898019554504,["OH"],1,["O"],0.15789473684210525,DMSO,2.5,1,0.24287569420668106
839,1,f`qQb@L^`bp@cIICEDdebjqgKUAPQP@@,S(N1(CCOCC1))(C2(=CC=C(C=C2)N))(=O)=O,0.007578250865545755,0.2696221299567531,6.122910285606333,["NH2"],2,["N"],0.3076923076923077,DMSO,2.5,1,1.1854101068599803
841,1,dmtD`ITHaIe[zf`@i`@@,C1(C(=O)O)(=C(C=C(C=C1)Cl)C),0.018945627163851064,0.09118041763920022,3.3648934556140757,["OH"],1,["O"],0.25,DMSO,2.5,1,1.1702068417982368
842,1,deV@`IBHRYe}n`HJ@@,C1(=C(C=CC(=C1)CN)C)(Cl),0.009472813581928863,0.2578997790600658,1.4138659176628512,["NH2"],2,["N"],0.5454545454545454,CDCl3,7.26,1,1.4930620945148423
846,1,deWD`LhXP@cIIKDmpkTmP@@,N1(C=NC(S(N)(=O)=O)=C1)(C),0.01010433448739434,0.170984532532536,7.143256108572714,["NH2"],2,["N"],0.5,DMSO,2.5,1,1.0168127700200633
849,1,dk]H@HxDiY^upmNej@B@@,O1(C(=C(N)C(=N1)C2(=CC=CC=C2))C),0.006315209054621462,0.0505322150747531,7.754967747046564,["NH2"],2,["N"],0.25,CDCl3,7.26,1,1.9543666792405163
857,1,foAHB@NBtxDQdTRVTRaUFJM@ATsY@@@,N1(C(=C(C#N)C=N1)N)(C=2(C=CC(=CC=2)Cl)),0.01010433448739434,0.20106141688318116,6.802813742431408,["NH2"],2,["N"],0.2777777777777778,DMSO,2.5,1,1.147756943160869
861,1,f`q`b@LV\@HRfYYUnQm^h@H@X@@@,C1(=C(C(=O)O)C=CC=N1)(SC=2(C=CC=CC=2)),0.0037891254327728774,0.9873836422133372,7.454504772702315,["OH"],1,["O"],0.14285714285714285,DMSO,2.5,1,28.864173893058403
863,1,dmuHpJyPdDdLdLbdLTQzZjZi@@,N1(C(C(F)(F)F)=CC(O)=N1)(C),0.018314106258376484,0.07761523073375143,11.312372393144722,["OH"],1,["O"],0.8,CDCl3,7.26,1,0.9332728008568252
871,1,deWDaDiadLRigdfVVIjZid@@,[N+](C=1(N=C(NC=1Br)C))([O-])=O,0.005052167243693617,0.998915108012682,2.3374137655621534,["NH"],1,["N"],0.4,DMSO,2.5,1,2.932966808699214
874,1,fly@b@LFAbIK\kJttJUL@EUUP@@,C1(=C(C(C(C)(C)C)=CC(=C1)C(=O)CBr)O)(C(C)(C)C),0.00505216724369717,0.058417016012664885,5.843620245137115,["OH"],1,["O"],1,CDCl3,7.26,1,0.17118816170942958
877,1,dcm@`DxLSHheEDcPkl@D@@@@,N1(=C(C2(=CC=CC=C2(C=C1N)))Br),0.004420646338235024,0.17109238264777218,7.312600873898047,["NH2"],2,["N"],0.16666666666666666,CDCl3,7.26,1,9.01987696165325
878,1,dcmH`DIPbDfVUVngYhHD`@@,N=1(NC(=O)C=2(C(C=1Cl)=CC=CC=2)),0.01578802263653145,0.20064084457318493,12.898964565368761,["NH"],1,["N"],0.13953488372093023,DMSO,2.5,1,2.1829378869301777
879,1,dmM@@@qJYuVfeP`@@@@,N=1(C(=CC=2(C(C=1)=CC=CC=2))N),0.019577148069326533,0.3975004724232494,5.935704385914097,["NH2"],2,["N"],0.19047619047619047,DMSO,2.5,1,4.627982907514617
887,1,dmM@@@qJYm^neP`@@@@,N1(=C(N)C=CC=2(C1=CC=CC=2)),0.011367376298318632,0.6669344226911957,6.4790231505680325,["NH2"],2,["N"],0.3076923076923077,DMSO,2.5,1,4.3206144151314065
891,1,dg|D`MLLQIfV[eiVx@HA`@@,C2(C(=O)O)(=C1(C(Br)=CC=CC1=CC=C2)),0.017051064447465958,0.4587762338550281,3.3636304138031523,["OH"],1,["O"],0.15,DMSO,2.5,1,4.6520776572613345
896,1,fgA@`@@HR[ZUYeiQeVZjjjjlBddi@@,C12(CC(=O)O)(CC3(CC(C1)CC(C2)C3)),0.01641954354199271,0.07201177073105648,11.89484632568536,["OH"],1,["O"],0.19047619047619047,DMSO,2.5,0,0.6925252048500136
897,1,dewH@HS`ReUgBFZViZ@@,C=1(N)(C=2(C(C=CC=1)=NON=2)),0.0979551911567916,0.1698688365505593,4.586997628106679,["NH2"],2,["N"],0.12121212121212122,CDCl3,7.26,1,9.832386841470425
904,1,dk\L@@PdfyVux]Mjj@BHp`@,O1(C(C(=O)O)CCC=2(C1=CC=CC=2)),0.01641954354199271,0.39701862435092844,13.026494018433374,["OH"],1,["O"],0.1016949152542373,DMSO,2.5,1,3.8949984418117167
913,1,dmvH`EdHaIYVyah@a`@@,C(C=1(C=C(CCl)C=CC=1))(=O)N,0.017682585352915225,0.09008939745202853,8.052527490943787,["NH2"],2,["N"],0.2962962962962963,DMSO,2.5,1,1.0187039870207824
916,1,fhiaa@IZ|DDQrHrJJIQRjYQ`mF`Haiib@@,O1(C(C)=C(C(=N1)C2(=C(C=CC=C2Cl)Cl))C(O)=O),0.02399779440754468,0.10116509491047306,3.3806814782506183,["OH"],1,["O"],0.2222222222222222,DMSO,2.5,1,1.6179644268230464
919,1,dcMD`LHY@HrQQEJYYULtuP@@,N1(=C(SC=C1CC(=O)OCC)N),0.003157604527310731,0.13478736704695093,4.130619702446514,["NH2"],2,["N"],0.38461538461538464,CDCl3,7.26,1,7.361584134053488
924,1,daEH@HHDiY|jfZ`@,O1(C(=C(C(C)=N1)C)N),0.011998897203780778,0.16868649458208493,6.203919512943146,["NH2"],2,["N"],1,DMSO,2.5,1,1.1969259010781443
929,1,dcLL`B{PkDfYy]a``bd@@,C1(=C(C=C(C=C1OC)C=O)I)(O),0.008209771771007901,0.06261665063477637,6.666760115504927,["OH"],1,["O"],0.75,CDCl3,7.26,1,0.31514550025950633
930,1,didH`ABHrJIJFf`@h@@,C=1(C(Cl)=CC=CC=1CO),0.01199889720377234,0.16428480676002932,2.479077922719498,["OH"],1,["O"],0.13636363636363635,CDCl3,7.26,1,1.1526532158982026
933,1,didH`ABHRYWZZ@B`@@,C1(Cl)(=CC=C(C=C1)CO),0.01957714806931965,0.08636249969487576,1.9861786081293942,["OH"],1,["O"],0.2727272727272727,CDCl3,7.26,1,1.0146835417934714
934,1,deTHPICDZHRYV^n`BJ@@,C=1(C(=C(C)C=C(C=1)Br)O)(Cl),0.0069467299600836085,0.14545530710324117,5.565707329391653,["OH"],1,["O"],0.5555555555555556,CDCl3,7.26,1,0.6091229565245189
938,1,dmvD`FxPBLdTRTQrjYfj@@,S1(C(=C(N)C(C)=C1)C(=O)OC),0.0037891254327728774,0.14095212780682842,6.968131630062047,["NH2"],2,["N"],0.5714285714285714,CDCl3,7.26,1,0.10616177047479579
940,1,gGX@@dluUEP@,NCC(CC)C,0.020208668974781574,0.18802843765284355,1.4796135895708993,["NH2"],2,["N"],0.24242424242424243,CDCl3,7.26,0,2.3660351016194023
