fileNumber,from1,to1,from2,to2
357,12.191661151252152,13.051792624490384,2.895673422856031,3.8511645528195855
364,11.746438912901963,12.383011985606911,3.190593685706646,3.536035620994197
366,12.414588030879976,13.84750896537157,2.864097377582946,4.04188386626905
375,1.2524560268444191,1.7223075805080907,,
382,1.406697240959788,1.556999216459726,3.654911664403656,4.054664397560952
398,2.317200273453112,2.605173806343648,,
399,1.3572884971510986,1.6970467442896138,,
405,13.274087983212748,14.261155158448696,2.927880989034578,3.9149481642712174
408,5.079202562411917,5.521267196235419,3.265474521925149,3.550921971193839
417,3.4980440617399293,4.389751580252127,,
423,1.705422066526893,2.0325498955561585,,
424,0.9221705932878328,1.9408138137979165,,
425,1.4488590284430776,1.7513575421593393,3.4526748614732523,3.7722244396368736
427,11.746438912901963,12.860441790135624,3.0434493147340693,3.79685375494988
429,3.3849413613405863,3.5946063019538714,,
430,12.383011985606911,13.147152281215035,3.2385892745217357,3.5518236436307395
441,1.0813138614642377,2.0045974252495693,,
443,11.937158226351263,14.165795501724045,2.736530154679682,4.105667477720727
444,1.211407167989394,1.727359747751786,,
445,12.191661151252152,14.006652233547808,2.736530154679682,4.264810745897187
447,0.6992437136597736,1.7816705456215116,3.023240645759295,3.6282376731916055
449,2.9916646004862097,4.806024161878247,,
450,0.7314512798383317,1.8770302023462624,,
452,1.2088810843675464,2.195316738699004,3.309951136838908,4.901383818603031
453,12.82886574486256,13.719941742468396,2.768737720858229,4.360170402621971
455,1.4254927549409864,1.8511378452223235,,
457,1.2714016540082769,1.5770577722518482,,
462,1.5884251485501628,1.8966073504155816,,
467,1.3105559501469162,1.669891345354751,,
470,12.287652328882263,13.65615813101681,2.704954109406597,3.755804896094869
472,3.339001098490146,4.247128160544247,,
475,3.0554482119378417,4.519313670798432,0.953746638560929,2.132164648152833
476,2.0911157892978225,2.378457801282897,,
480,1.2846635930229773,1.7166238923589334,,
483,12.032517883075917,14.48408203807652,2.704954109406597,4.678456938974893
485,2.2231036585393182,2.5571782175285587,1.6168435892959494,1.8353498225857752
489,1.156464849214207,1.7924064010143643,,
490,3.209539312870497,3.5290888910341183,,
492,1.1097323022100245,1.4829611573380217,,
493,12.25544476270374,13.879085010644634,,
496,12.25544476270374,14.165795501724045,2.9916646004862097,4.360170402621971
498,1.7816705456215116,2.768737720858229,,
499,1.1817256854326836,1.8170357163273796,,
500,13.178728326488098,14.13358793554552,2.0999570819742863,2.864097377582946
511,12.4467955970585,13.433231251388984,2.895673422856031,4.010307820995942
513,1.962917045489084,3.090813382643697,,
515,1.399299218323247,1.8142084532117315,,
528,4.106466298226929,5.17499967026888,,
530,4.644986330985399,5.343448452426533,,
532,1.345921120852784,1.822719404476537,,
544,5.279664840974856,5.716045786649199,,
546,5.827824986915999,6.845836686520979,,
547,3.2354316699944268,3.497512845761033,,
549,12.4467955970585,13.46543881756751,2.9777711405660523,3.6642343648029225
556,12.032517883075917,14.261155158448696,2.641170497954965,4.23323470062408
559,4.327962836443402,5.134415032718563,,
560,10.377301589861958,11.491304467095617,3.1558600359062523,3.74127991526925
563,4.716979714208084,5.5954252937059294,,
567,3.2000664992885715,3.636447444962608,,
568,5.584689438313073,6.112009394373965,,
584,12.128509060706026,13.433231251388984,3.056079732843304,3.65223546759915
595,13.051792624490384,14.324938769900282,2.9922961213916714,3.690126721926852
596,11.96936579252979,12.82886574486256,3.0137678321773693,3.510774784775729
612,5.464068945369803,6.533233838317217,,
613,12.096301494527502,13.114944715036511,,
624,3.182383913935644,4.615304848428679,1.3680243525439513,1.9408138137979165
626,12.860441790135624,14.324938769900282,2.864097377582946,4.010307820995942
629,11.587295644725728,13.051792624490384,3.0434493147340693,3.64844634216638
631,2.13847985720745,2.471291374385767,1.5019067845018792,1.910500810335744
637,12.860441790135624,14.261155158448696,3.130599199687784,3.7962222340444174
640,4.5161560662711215,4.918434883050509,,
652,11.937158226351263,12.892017835408687,3.291005509675057,3.4413074851749417
656,12.001573358708312,14.166427022629506,2.673378064133512,4.137875043899296
657,0.9183814678550613,1.412862336831748,,
658,2.414650917927722,2.581372436969611,,
659,1.0427910862310603,1.404021044155281,,
661,1.1406768265776586,1.4577003211195445,,
672,12.765082133410974,13.879085010644634,2.927880989034578,3.7873809413679536
678,1.237299525113333,1.7324119149954815,,
681,8.317280396247334,9.202041184798556,,
684,11.23680154219473,12.796658178684035,2.889358213801414,3.9591546276535374
687,9.716730722749482,10.0375433427238,8.891332899311617,9.224775937395162
690,12.160085105979087,13.337871594664335,,
696,12.573731299056211,13.401655206115922,3.1103905307130097,3.701494098225163
710,12.350804419428387,14.03822827882087,2.6803247940935906,4.128402230317364
722,12.06472544925444,13.688365697195334,2.895673422856031,3.692021284643237
725,4.925488342970669,5.762885063613475,3.095972279847468,3.551298852685355
726,1.5303252252476658,1.752620583970263,2.0949049147305927,2.210473240430084
731,10.504868812765132,12.191661151252152,2.832521332309861,3.882740598092672
732,2.093010352014208,2.333619816995116,,
733,12.860441790135624,14.006652233547808,2.736530154679682,3.946524209544304
735,12.06472544925444,13.178728326488098,3.184278476652029,3.459621591433331
739,12.478371642331563,13.624582085743748,2.832521332309861,4.074091432447619
742,4.674732945899171,5.1471105831848565,,
744,4.832989066006332,5.42093502899159,,
745,14.208805501724049,14.87758614060752,3.3845371821120254,3.4224284364397275
752,11.937789747256726,13.243143458845148,3.088918819927312,3.5941355442966736
757,11.555088078547204,12.892017835408687,2.768737720858229,3.81895698664104
758,10.02680748733096,11.491304467095617,,
770,0.7946033703845241,2.1637406934259182,,
771,13.147152281215035,14.547865649528106,3.056711253748765,3.590346418863904
772,13.37007916084286,14.643225306252756,3.230379502750733,3.72991253897094
775,3.6817402201957794,4.8342658726639725,,
777,13.433231251388984,14.86615218588058,2.9619831179295097,3.72991253897094
782,9.899871785333248,11.269009108373254,3.112916614334857,3.5644540617399736
783,12.892017835408687,14.324938769900282,2.864097377582946,3.946524209544304
784,13.84750896537157,14.897728231153645,2.927880989034578,3.882740598092672
785,3.1211263861058587,3.568874708078205,,
786,6.168214754960096,6.544601214615535,3.2000664992885715,3.4356237970257864
788,6.214947301964295,6.723321630861323,1.4488590284430776,1.7437792912937962
790,10.059015053509484,10.664012080941369,1.5347458715858993,1.611791422052254
799,9.040371833000474,9.708520950978484,3.277112049754899,3.4545694241896374
806,9.589795020751769,10.049542239927565,3.279638133376746,3.4078368771854715
807,4.803779066006291,5.16248294030879,1.3790411956866966,1.7049059829050497
813,1.0693149642604611,1.4924339709199503,,
814,11.364368765097904,12.319228374155326,2.895673422856031,3.946524209544304
817,3.9422569464286568,4.478418195165978,,
827,3.8511645528195855,5.060527086779492,1.5309567461531275,1.617475110201411
828,12.924225401587211,13.529222429019097,2.9916646004862097,3.755804896094869
832,3.342790223922916,3.3819445200615417,,
837,9.995231442057896,10.75937173766602,3.2531142553473544,3.4293085879711693
838,12.892017835408687,15.089079065508404,2.800313766131314,4.487737625525325
839,5.802677610617664,6.326208441245783,3.294908095027977,3.391530793563618
841,12.6375149105078,13.529222429019097,2.9916646004862097,3.6598137184646906
842,1.2341419205860231,1.5524284569388331,,
846,6.979087597573492,7.316319761090278,3.287847905147748,3.415415128051012
849,2.6550639578751225,2.9581939924967395,,
857,6.621646765081917,6.945616989583998,3.226590377317963,3.4949867621391864
861,12.892017835408687,14.356514815173345,2.768737720858229,4.105667477720727
863,10.918515005842256,11.778014958175028,,
871,13.306295549391272,14.643225306252756,2.864097377582946,3.9149481642712174
874,5.756463124598777,5.91055422553154,,
877,3.5644540617399736,5.156518264409738,,
878,12.414588030879976,13.37007916084286,2.864097377582946,3.7235973299163225
879,5.343448452426533,6.48713281221848,2.907672320059804,3.725491892632708
887,6.237682054560932,6.667116270275192,3.2657446734565885,3.552455164536201
891,12.669722476686324,13.84750896537157,2.768737720858229,3.946524209544304
896,11.738229141130969,12.082408034607354,3.2442729626708906,3.502565013004727
897,3.8852666817145183,5.275875715542084,,
904,12.350804419428387,13.624582085743748,3.061131900086997,3.7191766835780906
913,7.990152567218388,8.198554466020617,3.2512196926309693,3.498144366666495
916,12.510579208510087,13.65615813101681,2.9916646004862097,3.9149481642712174
919,4.800340473729087,5.717308828460124,,
924,5.729307725663904,6.621015244176455,3.0870242572109268,3.692021284643237
929,6.53133927560083,6.801630223138629,,
930,2.0361734705226544,2.832521332309861,,
933,1.5909512321720105,2.3544600068753523,,
934,5.333975638844601,5.748884873733231,,
938,5.053580356819408,5.7122566612164265,,
940,1.4153884204535956,1.643998988230812,,
946,12.06472544925444,13.08400019066891,3.267007715267512,3.465936800487948
950,1.255401882237264,1.7921946518798997,,
955,9.378235517422247,9.817774067623285,,
970,1.0952073213844,1.6755750335039084,,
971,5.102207466539993,5.9238161645462455,3.122389427916782,4.105667477720727
972,12.25544476270374,13.529222429019097,2.9916646004862097,3.7235973299163225
973,11.008094662566908,11.86759461489968,3.017460645759293,3.686241284643236
974,12.25544476270374,13.688365697195334,2.959457034307663,3.5644540617399736
975,12.955801446860274,15.120655110781469,2.673378064133512,4.264810745897187
984,0.9221705932878328,2.0361734705226544,,
986,3.1440636473578323,4.181020974126074,,
990,11.746438912901963,13.37007916084286,2.9689298478895885,3.7387538316474034
994,2.1397428990183736,2.6676943759843565,,
996,12.319228374155326,13.337871594664335,3.139440492364248,3.606765962405908
1012,12.05876544925444,14.159835501724046,2.794353766131312,4.29105831207575
1013,12.191661151252152,13.210935892666622,3.0510275655996097,3.660445239370152
1017,12.414588030879976,13.592374519565222,2.832521332309861,3.81895698664104
1021,12.54215525378315,13.210935892666622,2.959457034307663,3.6598137184646906
1027,1.0834637847666762,1.919597463598264,,
1028,2.800313766131314,4.583097282250109,,
1032,1.16088549555244,1.562532791426224,,
1035,12.06472544925444,12.988009013038798,2.864097377582946,3.692021284643237
1051,1.702730432438771,3.095234028981929,,
1054,2.4687652907639204,3.0005058931626736,,
1055,1.070578006071385,1.3718134779767228,,
1056,9.390234414626011,10.631804514762845,2.450451184505531,3.5328780164668885
1058,13.051792624490384,14.165795501724045,2.800313766131314,3.8511645528195855
1059,1.402758002344357,2.1037462074070565,,
1062,0.7693425341660471,1.1918300199200744,,
1065,2.470281487568424,3.257156535773704,,
1067,0.9221705932878328,1.8138781118000695,,
1070,1.4924339709199503,1.8378759062076229,,
1071,1.4242297131300623,1.864399784237024,,
1072,12.128509060706026,13.051792624490384,3.243641441765429,3.469094405015257
1073,4.317858501956008,4.677193897163969,3.372471706479616,3.4103629608073183
1076,1.2745592585355865,1.8410335107349325,,
1078,1.0857345078024712,1.506327430840113,,
1079,3.4779356976917204,4.014728467334177,,
1080,3.428045546160246,3.8808460353762864,,
1083,2.221840616728395,2.756107302748995,1.5012752635964173,1.864399784237024
1084,1.5309567461531275,1.870083472386181,,
1086,3.3971010217926225,3.926315540569529,,
1091,1.1855148108654552,1.5012752635964173,,
1093,1.7122032460207,2.0147017597369565,,
1103,1.4045868228505605,1.7942352215205677,,
1104,1.0497378161911417,1.845454157073166,,
1106,1.654103322718203,2.60959445268188,,
1111,1.584817010867284,1.8740535855688452,,
1112,13.497014862840572,15.471149213312463,2.673378064133512,4.519313670798432
1114,1.0017422273760352,1.7576727512139585,,
1117,1.2215115024767849,1.6004240457539394,,
1119,1.4029313855669416,1.7300592145962184,,
1120,1.31181899195784,1.5770577722518482,,
1123,11.205225496921669,12.669722476686324,2.800313766131314,3.81895698664104
1127,1.195619145352846,1.4311764430901437,,
1137,2.612368064133469,3.8855142095442607,,
1140,2.60959445268188,3.5966616279185204,,
1145,3.0623949418979204,3.5796105634710544,,
1153,13.051792624490384,14.006652233547808,2.8906212556123374,3.7722244396368736
1154,11.96936579252979,12.796658178684035,2.9916646004862097,3.6598137184646906
1164,1.354130892623789,1.8467171988840896,,
1167,12.319228374155326,13.083368669763448,3.234168628183504,3.4589900705278693
1180,1.6919945770459184,2.081642975715897,,
1181,11.873374614899678,13.210935892666622,2.895673422856031,3.978100254817389
1185,1.245509296884338,1.5600067078043762,,
1188,0.9154337099326232,1.399178723516457,,
1191,0.953746638560929,1.7816705456215116,,
1193,0.9221705932878328,1.5909512321720105,,
1195,0.9221705932878328,1.7178869341698573,,
1201,3.0870242572109268,4.328594357348864,,
1208,7.454622839386488,8.116456748310654,3.296689197824212,3.406573835374548
1211,0.7630273251114279,1.9408138137979165,,
1212,12.06472544925444,14.102011890272458,2.768737720858229,3.978100254817389
1215,11.04608222874543,12.128509060706026,3.1558600359062523,3.4305716297820927
1217,0.7314512798383317,2.0045974252495693,,
1220,12.54215525378315,13.75214930864692,2.768737720858229,3.946524209544304
1225,12.478371642331563,13.337871594664335,2.864097377582946,4.010307820995942
1227,1.1766735181889882,2.0045974252495693,,
1232,1.486750282770793,1.8088259445563744,,
1234,1.0175302500125831,1.8770302023462624,,
1236,12.223868717430676,13.94286862209622,2.864097377582946,3.882740598092672
1242,1.2354049623969472,1.6976782651950757,,
1246,1.178568080905374,1.617475110201411,,
1247,1.64919085054794,1.914429630841948,,
1248,0.9859542047394872,1.8770302023462624,,
1249,0.7630273251114279,2.291307916329182,,
1250,1.6237903192560306,1.9850202771802512,3.3187924295153715,3.8461123855758927
1253,1.0137411245798118,1.6408413837035023,,
1256,1.086366028707933,1.470962260134245,,
1257,11.778014958175028,12.82886574486256,3.0870242572109268,3.81895698664104
1259,1.6212642356341829,1.94839206466346,,
1263,3.3124772204607544,4.158715233779547,1.4741198646615543,1.6926260979513803
1265,1.311187471052378,1.7103086833043142,,
1280,0.6354601022081192,1.654103322718203,,
1281,2.512269700085209,3.0882167658662816,,
1282,1.4537819935564416,1.648921953344176,,
1284,3.007534257210871,4.185320745897076,,
1285,1.134361617523039,1.4993807008800315,,
1290,1.5309567461531275,2.1233233554763693,,
1292,3.72991253897094,3.981257859344697,,
1299,1.243982451877919,1.6551025613336316,,
1300,6.444189390647054,7.036555999970547,3.230379502750733,3.421098816200167
1301,12.701298521959387,13.719941742468396,2.9916646004862097,3.81895698664104
1303,1.0983649259117096,1.527799141625818,,
1307,12.000941837802852,14.165795501724045,2.673378064133512,4.137243522993834
1308,12.25544476270374,13.114944715036511,3.0554482119378417,3.81895698664104
1315,1.1766735181889882,2.386667573053899,,
1317,1.244246255073414,1.5858990649283151,,
1318,4.310911771995924,4.705612337909765,,
1319,3.501301971193804,4.519945191703894,,
1320,1.4848557200544072,1.7911433592034405,,
1322,1.570111042291767,1.7804075038105878,,
1325,1.1330985757121157,1.5511654151279093,,
1327,3.195014332044878,3.602345316067676,,
1330,3.515195431113961,4.0583034098110655,,
1332,1.1488865983486636,1.5404295597350566,,
1333,3.345316307544763,4.031779531781655,,
1334,1.337711349081779,1.7797759829051258,,
1341,1.0023737482814972,1.4513851120649253,,
1344,11.68328682235584,14.548497170433569,,
1346,1.2511929850334953,2.0803799339049736,,
1354,10.716428316094651,10.957669301980854,3.4646737586770247,3.735596227120095
1355,1.3358167863653931,2.5615988638667906,,
1356,1.4046525650607429,1.7905118382979786,,
1357,0.8697543581344931,1.6105283802413302,,
1358,1.5353773924913612,1.837244385302161,,
1361,1.9071981099364808,2.1958031637325117,,
1363,1.4090732113989763,2.1271124809091395,,
1369,1.2834005512120534,1.814509632705532,,
1377,1.2726646958192007,1.5656903959535335,,
1380,1.074248347483052,1.6141987216529972,,
1384,12.128509060706026,13.08400019066891,3.148281785040712,3.604239878784061
1386,12.669722476686324,13.65678965192227,3.0920764244546204,3.606134441500446
1387,1.4349655685229152,1.964180087300008,,
1388,12.605938865234736,13.84750896537157,2.8963049437614927,3.883372118998133
1393,1.486750282770793,1.7677770857013493,,
1396,7.130652614884407,8.213079446846226,3.320686992231757,3.3863651663997736
1400,0.795234891289986,2.100588602879748,,
1403,12.988009013038798,14.29336272462722,2.832521332309861,4.042515387174512
1404,5.037792334182854,5.403442938445437,3.228484940034348,3.498144366666495
1409,1.1735159136616786,1.8233509253819984,,
1415,12.956432967765735,13.879716531550097,2.9285125099400395,3.851796073725048
1417,12.956432967765735,14.357146336078806,3.042186272923146,3.676233262006695
1422,12.224500238336136,14.198003067902569,2.832521332309861,4.137875043899296
1428,1.1968821871637698,1.4924339709199503,,
1431,11.905582181078202,12.765713654316436,3.179857830313797,3.501301971193804
1437,12.383643506512374,14.229579113175632,2.832521332309861,4.23323470062408
1439,1.362972185300256,1.653471801812741,,
1443,2.4902370015496182,3.012504790366446,,
1445,0.9063825706512848,1.6080022966194825,,
1448,12.733506088137911,13.720573263373858,2.9600885552131246,3.947155730449765
1456,12.605938865234736,13.27471950411821,3.1893306438957225,3.491197636706416
1460,1.914289935768516,2.1245863972872927,,
1462,1.3497102462855557,1.7084141205879284,,
1468,1.4702713472182307,1.907915334703344,,
1469,1.211407167989394,1.4911709291090265,,
1473,12.4467955970585,13.593006040470684,2.870412586637563,3.9395774795842247
1474,1.0566859520103389,1.7412546135310647,,
1478,1.1255203248465724,1.5644273541426097,,
1486,1.658227542159242,1.7870578068734746,,
1487,3.313740262271678,3.7425429570801736,,
1491,8.36085533872416,8.800393888925196,3.438149880647633,3.922526415136759
1493,0.8331261456177015,1.6572609272455123,,
1499,0.9865857256449492,1.453911195686773,,
1504,1.3718134779767228,1.6149490265795636,,
1506,0.984859375445318,1.8115202406949769,,
1509,1.2657179658591196,1.6433674673253502,,
1510,1.2631113490817,1.5706620300416572,,
1521,1.2688755703864292,1.5612697496153,,
1522,1.2006713125965414,1.7343064777118673,,
1523,1.611159901146792,1.8681889096697952,,
1527,2.16816133976415,2.7340040710578357,,
1530,12.955801446860274,14.897728231153645,3.2234327727906544,3.5859257725256715
1532,1.3484472044746316,1.822719404476537,,
1546,1.2774064449536728,1.9228208103357596,,
1548,2.8894234228560287,4.99112499623327,,
1552,0.7946033703845241,1.9092377685248203,,
1558,1.3861493333695816,1.8212672372328476,,
1564,12.73287456723245,13.974444667369283,2.927880989034578,4.169451089172403
1574,1.3661297898275655,1.7652510020795016,,
1576,12.669722476686324,13.497014862840572,3.222169730979731,3.5347725791832736
1581,1.5309567461531275,1.952812711001693,,
1584,1.4564372793086209,1.9521811900962311,,
1593,11.618871689998793,12.796658178684035,3.069341671857999,3.694547368265084
1595,1.3700504361657997,1.6390783418925792,,
1597,1.1930930617309985,1.6187381520123352,,
1600,3.394792009542512,3.7920186590779226,,
1602,1.197096216724582,1.6088478470857566,,
1611,0.9544642047394558,1.9415313799764435,,
1615,1.353499371718327,1.7020989115333092,,
1616,3.0005058931626736,3.7431744779856353,,
1625,0.945536866789924,1.2739277376301246,,
1632,0.8583869818361785,1.7816705456215116,,
1636,1.07742659834859,1.502440167724465,,
1648,1.134361617523039,1.617475110201411,,
1651,2.08488548437125,2.6141000031481565,,
1656,1.01310960367435,1.6926260979513803,,
1658,1.0832084241806237,1.553059977844295,,
1659,2.596964034572646,2.963877680645895,,
1662,1.3339222236490074,1.7096771623988525,,
1665,12.06472544925444,12.924225401587211,3.2486936090091225,3.442570526985865
1676,1.1356246593339632,1.486118761865331,,
1680,3.565717103550897,3.728649497160016,,
1681,1.113112643621691,1.5892794063399818,,
1688,3.469094405015257,4.328594357348864,,
1689,3.5915445930318755,4.064553751222736,,
1693,12.955801446860274,14.261155158448696,2.864097377582946,4.169451089172403
1694,3.4534795373722966,3.743347632979218,,
1696,0.8905945480147366,2.132164648152833,,
1716,1.719264233770599,2.240900501682064,1.469813476113139,2.2099559773144404
1717,3.637710486773531,3.957260064937152,,
1720,1.0383704398928268,1.5183263280438892,,
1722,1.3301330982162358,1.5214839325711988,,
1723,1.669891345354751,2.1189027091381374,,
1727,1.300731120852738,1.7674250699891,,
1731,3.320686992231757,3.9995719656030864,,
1737,12.573731299056211,13.529222429019097,2.9916646004862097,3.81895698664104
1744,12.510579208510087,14.165795501724045,2.9664037642677417,3.720439725389014
1750,3.7191766835780906,3.8574797618742034,,
1753,0.8268109365630822,2.0045974252495693,,
1756,1.5264957948883264,2.1700155975539674,,
1759,2.8590452103392523,3.237326232710812,,
1760,12.765082133410974,13.624582085743748,3.11417965614578,3.729281018065478
1766,1.2246691070040945,1.6332631328379594,,
1775,0.936345838827555,1.3973560998147596,,
1777,1.2568766731826526,1.4741198646615543,,
1783,0.953746638560929,1.9730213799764744,,
3,,,,
7,,,,
8,,,,
9,,,,
11,,,,
12,,,,
13,,,,
23,,,,
24,,,,
27,,,,
30,,,,
33,,,,
35,,,,
36,,,,
47,,,,
48,,,,
49,,,,
53,,,,
55,,,,
60,,,,
62,,,,
65,,,,
66,,,,
67,,,,
69,,,,
76,,,,
77,,,,
78,,,,
79,,,,
81,,,,
82,,,,
83,,,,
84,,,,
85,,,,
87,,,,
88,,,,
90,,,,
94,,,,
95,,,,
96,,,,
97,,,,
101,,,,
102,,,,
104,,,,
106,,,,
107,,,,
110,,,,
111,,,,
114,,,,
115,,,,
117,,,,
118,,,,
120,,,,
121,,,,
123,,,,
127,,,,
131,,,,
132,,,,
135,,,,
136,,,,
137,,,,
141,,,,
142,,,,
143,,,,
145,,,,
147,,,,
149,,,,
152,,,,
156,,,,
157,,,,
158,,,,
159,,,,
161,,,,
162,,,,
163,,,,
166,,,,
167,,,,
168,,,,
169,,,,
171,,,,
172,,,,
173,,,,
175,,,,
176,,,,
179,,,,
185,,,,
186,,,,
187,,,,
188,,,,
189,,,,
190,,,,
191,,,,
192,,,,
193,,,,
195,,,,
197,,,,
199,,,,
201,,,,
204,,,,
206,,,,
207,,,,
208,,,,
212,,,,
214,,,,
215,,,,
220,,,,
221,,,,
222,,,,
230,,,,
231,,,,
233,,,,
235,,,,
236,,,,
241,,,,
242,,,,
246,,,,
248,,,,
251,,,,
254,,,,
255,,,,
256,,,,
258,,,,
260,,,,
263,,,,
264,,,,
265,,,,
266,,,,
268,,,,
270,,,,
271,,,,
272,,,,
273,,,,
276,,,,
278,,,,
