filenameNumber,labile,moleculeID,smiles,containsAromaticSystem,labileProtonType,solvent,solventShift,machineFrequency
172,0,dk\D`LtLQI[e[QgSi`@iH@@,C(CBr)(C=1(C=CC2(=C(C=1)C=CO2)))=O,1,,CDCl3,7.26,250.131544655141
173,0,detH`ACDRYVvfFX@JR@@,BrC=1(C=CC2(=C(C=1)C=CO2)),1,,CDCl3,7.26,250.131544655141
175,0,dmNH@EAJYWwJxZA@n@@,C(C1(=CC2(=C(C=C1)OC=C2)))#N,1,,CDCl3,7.26,250.131544655141
176,0,fdeAb@@JuJ`RfU}eYlTxHujA@jjjb@@,B1(OC(C(O1)(C)C)(C)C)(C=3(C=CC=2(OC=CC=2C=3))),1,,CDCl3,7.26,250.131544655141
179,0,fdy`b@NRTCDRVUvueV\CFjjfh@H@@,C(N1(CCC(CC1)CBr))(OCC=2(C=CC=CC=2))=O,1,,CDCl3,7.26,250.131544655141
185,0,dg~H`Lt@aJYyUgJVzYBAb@@,S1(C=C(C(C)=O)N=C1C2(=CC=CC=C2)),1,,CDCl3,7.26,250.131544655141
186,0,dmMH`HQPBDiUY|KiiZYZ@@,C=1(C=2(C(C(=CC=1)C=O)=NSN=2)),1,,CDCl3,7.26,250.131544655141
187,0,dcoH`HSm@HrQIIQHxPsRuJm@@,C=1(C=2(C(C(=CC=1)N=C=O)=NSN=2)),1,,CDCl3,7.26,250.131544655141
188,0,deu@PBDLS`aIfUfgaiZfX@@,C=1(C=2(C(C(=CC=1)Br)=NSN=2)),1,,CDCl3,7.26,250.131544655141
189,0,deu@PBDJs`aIfUfgaiZfX@@,C=1(C=2(C(C(=CC=1)I)=NSN=2)),1,,CDCl3,7.26,250.131544655141
190,0,dmMH`HQPBDiUU|KaiZVZ@@,C=1(C2(=NSN=C2(C=C(C=1)C=O))),1,,CDCl3,7.26,250.131544655141
191,0,dcmHPAU@bMBDfyVwiWY`BFH@@,C=1(C=2(SN=NC=2(C=C(C=1)C(Cl)=O))),1,,CDCl3,7.26,250.131544655141
192,0,daFHPJPH``aInUnffd@@,S1(C(C(=O)Cl)=NC=C1),1,,CDCl3,7.26,250.131544655141
193,0,difHPFpLR`aI[exZZZP@,S1(C(C(=O)CBr)=NC=C1),1,,CDCl3,7.26,250.131544655141
195,0,dk]LPNuLTHb@cHiCEDeIM]eiZfX@@,C2(=CC=C(C1(=NON=C12))S(=O)(=O)Cl),1,,CDCl3,7.26,250.131544655141
197,0,deuH`FdPqDfUmkafZVf`@,C2(=CC(Br)=CC1(=NON=C12)),1,,CDCl3,7.26,250.131544655141
199,0,difD`NP`bDfyYnffi@@,O1(C(=C(C)N=C1)C(=O)Cl),1,,CDCl3,7.26,250.131544655141
201,0,dk^H`LXLSHeDhXdj[SjV`@`@@,O1(C(=C(N=C1)CBr)C2(=CC=CC=C2)),1,,CDCl3,7.26,250.131544655141
204,0,daFD`FP`bDfyVzZZP@,O1(C(C(=O)Cl)=CC=N1),1,,CDCl3,7.26,250.131544655141
206,0,difD`BQ`bDfy]nfZZ@@,O1(C(C)=CC(C(Cl)=O)=N1),1,,CDCl3,7.26,250.131544655141
207,0,daFD@LBdeezYff`@,O1(C(C)=CC(C=O)=N1),1,,CDCl3,7.26,250.131544655141
208,0,daFH`LhLQIY^fiih@@,O1(C(C)=CC(CBr)=N1),1,,CDCl3,7.26,250.131544655141
212,0,foA@c@DXADPBJAFQRFIKQI\EYtmMP@H@@,S1(C(=CC=C1C2(=CC=CC=C2))S(Cl)(=O)=O),1,,CDCl3,7.26,250.131544655141
214,0,dk]H`Au@bDfyVuz]NX@@@@@,C(C1(=CC2(=NC=CN=C2(C=C1))))(=O)Cl,1,,CDCl3,7.26,250.131544655141
215,0,dmM@`FdLQIe[VneX@@@@@,C12(=CC(Br)=CC=C2(N=CC=N1)),1,,DMSO,2.5,250.131544655141
220,0,dk\DpDpHb@b`cHiCDddnGSeih@@@@,C1(=CC=C2(SC(S(Cl)(=O)=O)=CC2(=C1))),1,,CDCl3,7.26,250.131544655141
221,0,dclHPDBHDHR[fUvE]fdHB@@,S1(C=2(C=CC=CC=2(C(=C1)C(Cl)=O))),1,,CDCl3,7.26,250.131544655141
222,0,dk\HPLCDdHRVye_itzZP`H@@,S1(C=2(C=CC=CC=2(C(=C1)C(CBr)=O))),1,,CDCl3,7.26,250.131544655141
230,0,deUH`BY@bLbfbbKCMMT`@,N1(N=C(C)C=C1(C(=O)Cl))(C),1,,CDCl3,7.26,250.131544655141
231,0,dieH@LhLbTTQkffjP@,N1(N=C(C)C=C1(C=O))(C),1,,CDCl3,7.26,250.131544655141
233,0,die@`LhHcHeEDZzijd@@,N1(N=C(C)C=C1(CCl))(C),1,,CDCl3,7.26,250.131544655141
235,0,deUH`BY@bDfyU[iffh@@,N1(C(=CC(=N1)C(Cl)=O)C)(C),1,,CDCl3,7.26,250.131544655141
236,0,dieH@LhDeeVfYij@@,N1(C(=CC(=N1)C=O)C)(C),1,,CDCl3,7.26,250.131544655141
241,0,didHPLCDhHRVy^Fffd@@,S1(C(C(=O)CBr)=CC=C1),1,,CDCl3,7.26,250.131544655141
242,0,daFH`Lx@cIEDbUUJl@@,S1(C(N=C=O)=CC=C1),1,,CDCl3,7.26,250.131544655141
246,0,didDpDpHb@c`cHiCDnFVZX@@,S1(C=CC(S(=O)(=O)Cl)=C1),1,,CDCl3,7.26,250.131544655141
248,0,daFH`Jx@aJUwBiYX@@,S1(C=C(C=C1)N=C=O),1,,CDCl3,7.26,250.131544655141
251,0,foAAb@LRLCDRVyVuQJlzf@Hjb@@,C=12(C=C(C(=O)CBr)C=CC=1OCCCO2),1,,CDCl3,7.26,250.131544655141
254,0,dk^D@ECdee[UXUu`BJh`@,C1=2(C(OCCN1C)=CC(=CC=2)C=O),1,,CDCl3,7.26,250.131544655141
255,0,dcnH`IXLQIe[UkiV@Hjb@@,C=12(C(=CC(=CC=1)Br)OCCN2C),1,,CDCl3,7.26,250.131544655141
256,0,fbmab@F@M[UAdbbTVRLRTThpRg^hJBJjjh`@@,B1(OC(C(O1)(C)C)(C)C)(C=2(C=CC3(=C(C=2)OCCN3(C)))),1,,CDCl3,7.26,250.131544655141
258,0,dg~LpKSEBH`HhHrJPqIZI\IwKSUMJ@@,S2(C(=CC=C2(C=1(OC=NC=1)))S(Cl)(=O)=O),1,,CDCl3,7.26,250.131544655141
260,0,foAaa@GHqhDQ@HrJPqIYQHTkNe`@ihP@@,C1(=CN=CO1)(C2(=CC=C(S(Cl)(=O)=O)C=C2)),1,,CDCl3,7.26,250.131544655141
263,0,dcMDPNeLBH`HrJPqQP}LmKUP@@,N1(C)(N=C(C)C(S(=O)(=O)Cl)=C1C),1,,CDCl3,7.26,250.131544655141
264,0,deUH@JxLbTTTM\tmU@@,N1(C)(N=C(C)C(=C1(C))C=O),1,,CDCl3,7.26,250.131544655141
265,0,die@`BXJsHhhhRZejh@@,N1(C)(N=C(C)C(=C1(C))I),1,,CDCl3,7.26,250.131544655141
266,0,fhiPb@CN@qEAdbdTTlLTNFF]UUUKUT@@,N1(C(C)=C(C(=N1)C)B2(OC(C(O2)(C)C)(C)C))(C),1,,CDCl3,7.26,250.131544655141
268,0,foA``@D@YdRTTQTRSAV\luL@D@@@,O1(C(=C(C=C1C2(=CC=CC=C2))N=C=O)C),1,,CDCl3,7.26,250.131544655141
270,0,f`qPa@NRQ`DQ@HrJPqQHqI\d{tluL@D@@@,N1(C(C)=C(C=N1)S(Cl)(=O)=O)(C=2(C=CC=CC=2)),1,,CDCl3,7.26,250.131544655141
271,0,dg}H@JxLbTTRLRU\]luL@D@@,N1(C(=C(C=N1)C=O)C)(C=2(C=CC=CC=2)),1,,CDCl3,7.26,250.131544655141
272,0,foAq@@DLDCHdhhdXdfBlyYjX@H@@,N1(C(=C(C=N1)N=C=O)C)(C=2(C=CC=CC=2)),1,,CDCl3,7.26,250.131544655141
273,0,fj}Pb@CN@qEAdbdTTlLRLRVFF]dmUUSTp@T@@@,N3(C=1(C=CC=CC=1))(C(C)=C(B2(OC(C(O2)(C)C)(C)C))C=N3),1,,CDCl3,7.26,250.131544655141
276,0,dcm@PATLSPaIe]eiev@Beb@@,BrC1(=CC=C(C=C1)C=2(N=NSC=2)),1,,CDCl3,7.26,250.131544655141
278,0,f`q`b@EX|CDRVyWYTTg^i`@jjH@@,N2(C1(=CC=C(C(CBr)=O)C=C1))(CCOCC2),1,,CDCl3,7.26,250.131544655141
279,0,foAQB@DR\@HRUe]e^BlyX@Jjb@@,N1(CCOCC1)(C=2(C=CC(N=C=S)=CC=2)),1,,CDCl3,7.26,250.131544655141
283,0,f`qQa@NJQcpHb@QdTabRrbREIwiX@Jjb@@,S(C1(=CN=C(C=C1)N2(CCOCC2)))(=O)(=O)Cl,1,,CDCl3,7.26,250.131544655141
284,0,foAqB@DLdx@PdkJ{J|EYrp@UUD@@,C=2(N1(CCOCC1))(N=CC(N=C=S)=CC=2),1,,CDCl3,7.26,250.131544655141
285,0,fj}Qb@J\AYqjAJUvUvUfIQVoAjj@BjjjH@@,B3(C1(=CN=C(C=C1)N2(CCOCC2)))(OC(C(O3)(C)C)(C)C),1,,DMSO,2.5,250.131544655141
287,0,dk^H`Lt@aJYyU\iSidHD`@@,S2(C=C(N=C2(C1(=CC=CC=C1)))C=O),1,,CDCl3,7.26,250.131544655141
289,0,foAPa@EZQ`DQ@HrJPqIYQHTkNe`@jT`@@,C=2(C=C(C=CC=2(N1(C=CC=N1)))S(Cl)(=O)=O),1,,CDCl3,7.26,250.131544655141
290,0,dk]@`AdLQIYWYV{Sh@JeH@@,C=2(C=C(CBr)C=CC=2(N1(C=CC=N1))),1,,CDCl3,7.26,250.131544655141
292,0,dcm@`NDJqIe]eiev@BiR@@,C=2(C=C(I)C=CC=2(N1(C=CC=N1))),1,,CDCl3,7.26,250.131544655141
295,0,dk]H@AtDee]e[mM`@jT`@,C=2(C=C(C=O)C=CC=2(N1(C=CN=C1))),1,,CDCl3,7.26,250.131544655141
301,0,do|B`FgS@HrQQJUSSHjjUifj@@,S1(C(=CC=C1)C(CC(C(OCC)=O)=O)=O),1,,CDCl3,7.26,250.131544655141
302,0,dcND@DATf[W[aZjjZ@@,N1(C(=O)C)(CCC(C(=O)C)CC1),0,,CDCl3,7.26,250.131544655141
304,0,dcmHPNFPqDBDfUy\jeZZffX@@,S2(C(Br)=CC=C2(C1(=NOC(=N1)C))),1,,CDCl3,7.26,250.131544655141
306,0,f`qqA@AZ]`FIPHrISQJHqI\D{uMMT@B@@@,S1(C(=C(N=C1C=2(C=NC=CN=2))C)C(=O)CBr),1,,CDCl3,7.26,250.131544655141
307,0,dg~H`NhLSHeEEMBeWG]MS@A@@@,O1(C(=C(C(C)=N1)CBr)C2(=CC=CC=C2)),1,,CDCl3,7.26,250.131544655141
310,0,gOtHEaVILl[MT`@,N1(C(=NC=C1)I)(C),1,,CDCl3,7.26,250.131544655141
313,0,dmM@`DXLSHhhhdRZUijiV@@,C=1(N2(C(=NC=1C)C=CC=C2))(Br),1,,CDCl3,7.26,250.131544655141
314,0,dk^H@NAIYV{VGSX@beH@@,C=2(N1(C=CC=C1))(C=C(C=O)C=CC=2),1,,CDCl3,7.26,250.131544655141
315,0,dg}H@DDDeYV{^d{V@HiR@@,C=2(N1(C=CC=C1))(C=C(N=C=O)C=CC=2),1,,CDCl3,7.26,250.131544655141
318,0,dcoH@NePRVUmvFUX@ah`@,C(=O)C=1(C=CC2(=C(C=1)N=NN2C)),1,,CDCl3,7.26,250.131544655141
319,0,dco@`NePqDee[]aeZ@HZH@@,C(Br)C=1(C=CC2(=C(C=1)N=NN2C)),1,,CDCl3,7.26,250.131544655141
322,0,daEH@LxDefZyijP@,N1(C(C=O)=CN=C1)(C),1,,CDCl3,7.26,250.131544655141
325,0,flyPB@JF@fYIHhdeDdjdhuUMUUUR@@,N1(C=NC=C1([Sn](CCCC)(CCCC)CCCC))(C),1,,CDCl3,7.26,250.131544655141
327,0,foA`b@NPP@HrRPiYJIIgKNVjj@B@@@,S1(CCN(CC1)CC2(=CC=CC=C2))(=O)(=O),1,,CDCl3,7.26,250.131544655141
329,0,deT@p@bFbIbLbbRbM]@DT@@,C1(=C(C=C(C=C1Cl)CCl)Cl),1,,CDCl3,7.26,250.131544655141
334,0,fhia`@A@PEIeegg]UoAZ`hJJb@@,C2(=CC=CC=C2(N1(CCOCC1)))(C(OCC)=O),1,,CDCl3,7.26,250.131544655141
335,0,dk]H@JDDefV]y]M``hT`@,C=2(N1(C=CC=N1))(C(C=O)=CC=CC=2),1,,CDCl3,7.26,250.131544655141
336,0,dk_@@@hTefV]y]O``hT`@,C=2(N1(C=CC=N1))(C(C#N)=CC=CC=2),1,,CDCl3,7.26,250.131544655141
337,0,dk]H@LhDef^ukmMij@A@@,N1(C(=CC=N1)C=O)(C2(=CC=CC=C2)),1,,CDCl3,7.26,250.131544655141
340,0,dmLH`E@HRfU}rnF`PI`@@,C=1(C2(=C(C=C(C=O)C=1)C=CS2)),1,,CDCl3,7.26,250.131544655141
341,0,dk\HPLCDtHRVyVtYtzX@JR@@,C=1(C2(=C(C=C(C(CBr)=O)C=1)C=CS2)),1,,CDCl3,7.26,250.131544655141
342,0,dcnH`It@aJYWurnF`PIX@@,C=1(C2(=C(C=C(N=C=O)C=1)C=CS2)),1,,CDCl3,7.26,250.131544655141
343,0,det@P@qABDfUmiaf@Bd`@,C=1(C2(=C(C=C(Br)C=1)C=CS2)),1,,CDCl3,7.26,250.131544655141
346,0,dmN@`E@HRfU}rnF`PK`@@,C=1(C2(=C(C=C(C#N)C=1)C=CS2)),1,,CDCl3,7.26,250.131544655141
347,0,fde@a@EZ@DRhDie_YV[ENBMZ`PJjjh`@@,C=2(C=3(SC=CC=3(C=C(B1(OC(C(O1)(C)C)(C)C))C=2))),1,,CDCl3,7.26,250.131544655141
349,0,deu@`DXLQIfUrXYijeX@@,C1(=CC=CN2(C(=CN=C12)Br)),1,,CDCl3,7.26,250.131544655141
352,0,gOyHFQVILrWMS@@,O1(C(=C(C=N1)I)C),1,,CDCl3,7.26,250.131544655141
354,0,dg}D@ATDRYYYwESmjZieh@@,C=2(C=NN1(C=2(C=CC=C1)))(C(OCC)=O),1,,CDCl3,7.26,250.131544655141
358,0,foA@B@@XbSJvtuQdcP@UUTP@@,C2(C)(C)(C1(=CC=C(C=C1C(C)(CC2)C)Br)),1,,CDCl3,7.26,250.131544655141
359,0,dg|D`DXHaInYVxUgY``bh`@,C2(=CC=CC=1(CC(OC=12)(C)C))(C(=O)Cl),1,,CDCl3,7.26,250.131544655141
360,0,dk\D@@iIYe[ndUXHHjH@@,C2(=CC=CC=1(CC(OC=12)(C)C))(C=O),1,,CDCl3,7.26,250.131544655141
361,0,dk\D`LdLQI[fU~gSiiB@`@@,C1(=CC=C2(OC=C(C2(=C1))C(CBr)=O)),1,,CDCl3,7.26,250.131544655141
362,0,detH`FCDRYe\fFZP`H@@,O1(C=C(C2(=C1C=CC=C2))Br),1,,CDCl3,7.26,250.131544655141
365,0,dg}H@JxLbTTRTJU\]luL@D@@,N1(C(=C(C=N1)C=O)C2(=CC=CC=C2))(C),1,,CDCl3,7.26,250.131544655141
368,0,didHpACDHHzHRY]bjZZX@@,S1(C=C(C=C1(C(=O)Cl))Br),1,,CDCl3,7.26,250.131544655141
370,0,gOpLAbHH^HdrymMR@@,S1(C=C(C=C1Br)Br),1,,CDCl3,7.26,250.131544655141
371,0,dmtDPAdLQ@cHheDYbjfjZP@,S1(C(=CC(C)=C1(Br))C(=O)OC),1,,CDCl3,7.26,250.131544655141
372,0,f`q`c@AHpBH`DTBLbdLRbLRWAN}KSU@@`@@,S1(C(S(Cl)(=O)=O)=C(N=C1C=2(C=CC=CC=2))C),1,,CDCl3,7.26,250.131544655141
373,0,dk^@PJCDPHrJIQFIHjtzZh@D@@,S1(C(Br)=C(N=C1C=2(C=CC=CC=2))C),1,,CDCl3,7.26,250.131544655141
377,0,ffcab@J@]zu@eJzrnrlqJZLFMUT@EUUTP@@,C1(OCCN(C1)CC3(=CC=C(B2(OC(C(O2)(C)C)(C)C))C=C3)),1,,CDCl3,7.26,250.131544655141
379,0,f`qaC@I^ADBBGQBSJ{JkTXkT@EMUH`@@,S1(C(C(Cl)=O)=C(N=C1C2(=CC=C(C=C2)Cl))C),1,,CDCl3,7.26,250.131544655141
384,0,didD`DDHaInUxYjj`@,C1(COCCC1(C(Cl)=O)),0,,CDCl3,7.26,250.131544655141
385,0,daDH`NCDRVU[jjj@@,C1(C(CCOC1)CBr),0,,CDCl3,7.26,250.131544655141
387,0,gOqHFJqIeZzjh@,C1(COCCC1I),0,,CDCl3,7.26,250.131544655141
389,0,daDH`NBlRVU[jjj@@,C1(OCCC(C1)CI),0,,CDCl3,7.26,250.131544655141
391,0,fjmQ`@LF@`nQQJJQJyQIYZMEKUUUT@Dp@@,C=2(C(C=O)=CC=C(N1(CCN(C(OC(C)(C)C)=O)CC1))C=2),1,,CDCl3,7.26,250.131544655141
392,0,fcoPR@LF@`m\tFQQJJQJyQIYQIQSQhi[ujjjj@BjjjH@@,B3(C=2(C=CC(N1(CCN(CC1)C(OC(C)(C)C)=O))=CC=2))(OC(C)(C)C(C)(C)O3),1,,CDCl3,7.26,250.131544655141
394,0,dk]@@@EIYWYV{Sx@JjH@@,C=2(N1(CCCC1))(C=CC(C#N)=CC=2),1,,CDCl3,7.26,250.131544655141
395,0,foA``@E@PdrvnrbeYsT@EUD@@,C=2(N1(CCCC1))(C=CC(C(=O)OC)=CC=2),1,,CDCl3,7.26,250.131544655141
402,0,fncPR@LVtZJPAFRJKQIJHiJERXhjuLuTuTuUP@@,C1(CN(CCC1C2(=NC(C(OCC)=O)=CS2))C(=O)OC(C)(C)C),1,,CDCl3,7.26,250.131544655141
404,0,fasPR@JAEINPAFRJJISPiIESJSEGAiffjjijj`@@,C2(=C(C)N=C(C1(CCN(C(=O)OC(C)(C)C)CC1))S2)(C(=O)OCC),1,,CDCl3,7.26,250.131544655141
406,0,foAAb@AZLCDRYVw[ZLEJ@BfZb@@,O2(C=1(C=CC(Br)=CC=1C=C2(C(=O)OCC))),1,,CDCl3,7.26,250.131544655141
407,0,dmMH@LXDeeUZZUZViZ@@,C1(=CC=CC2(=NC(=CN12)C=O)),1,,DMSO,2.5,250.131544655141
409,0,fhiPa@M^Q`DQ@HrJPqISSIPRg^e`B@@`@@,S(C2(=CC(C=1(N=C(C)N=CC=1))=CC=C2))(=O)(=O)Cl,1,,CDCl3,7.26,250.131544655141
411,0,f`aQ`@LT@cvQQJJQJUEVfjjejX@@,N1(N=C(C(C=O)=C1(C))C)(C(=O)OC(C)(C)C),1,,CDCl3,7.26,250.131544655141
412,0,deuH`LJPBDie_JfzfZfP@,S2(C=CN1(C=C(N=C12)C=O)),1,,CDCl3,7.26,250.131544655141
414,0,dk_@@@kTefV]y]O``hT`@,C2(=CC=CC(=C2(N1(C=NC=C1)))C#N),1,,CDCl3,7.26,250.131544655141
416,0,dmMH@JdDee[VzUYiiZ@@,C=1(C(=CN2(C=CN=C2(C=1)))C=O),1,,CDCl3,7.26,250.131544655141
418,0,dmO@@@jTee[VzUyiiZ@@,C=1(C(C#N)=CN2(C=CN=C2(C=1))),1,,DMSO,2.5,250.131544655141
420,0,dcl@p@qABMbLbbRfTMLLp@TtP@@,C1=2(C=C(Br)C=CC=2(SC=C1CCl)),1,,CDCl3,7.26,250.131544655141
422,0,dg~D@NBtee[mVD{X@bjb@@,C=2(C=CC(=CC=2(N1(CCOCC1)))C=O),1,,CDCl3,7.26,250.131544655141
426,0,fj}ab@J@lxuAdbRrbRabRbaJJuxMUP@UUUQ@@@,C1(CN(CCO1)C2(=CC=CC(=C2)B3(OC(C(O3)(C)C)(C)C))),1,,CDCl3,7.26,250.131544655141
431,0,dg~H@NAIYV{UaNv@Hjh`@,C=2(C=CC(=CC=2(N1(CCCCC1)))C=O),1,,CDCl3,7.26,250.131544655141
434,0,fj}`b@G@Xb`rQRJJVEJZYKCK^rVjjh@bjh`@@,C1(CN(CCC1)C2(=CC=CC(=C2)B3(OC(C(O3)(C)C)(C)C))),1,,CDCl3,7.26,250.131544655141
436,0,dk\D@@eIYWYV{SX@JZD@@,C2(C=1(C=CC(C=O)=CC=1))(=CC=CO2),1,,CDCl3,7.26,250.131544655141
437,0,dg}D@ITMRVUvW[mM`@ffH@@,O1(N=C(N=C1C)C2(=CC=C(C=C2)C=O)),1,,CDCl3,7.26,250.131544655141
438,0,dg}H`IWPqDee]ev{Sh@Iib@@,O1(N=C(N=C1C)C2(=CC=C(C=C2)CBr)),1,,CDCl3,7.26,250.131544655141
439,0,f`aP``D\dhDQjPMHVdLbbTTTLfkNPDDuU@@@,C(F)(F)(F)C1(=NC(=C(C(OCC)=O)C=N1)Cl),1,,CDCl3,7.26,250.131544655141
442,0,dco@`DXPqDfUnvnWX@beH@@,N=2(C(N1(N=CC=C1))=CC=CC=2Br),1,,CDCl3,7.26,250.131544655141
446,0,dcl@P@qNBDfYYuiWXHIJD@@,C1(=CC=C(C(=C1)Br)C2(=CC=CS2)),1,,CDCl3,7.26,250.131544655141
451,0,dcnH`MxLQIfV]ZUvBBRa@@,C=2(C=C(C=1(OC=NC=1))C(=CC=2)Br),1,,CDCl3,7.26,250.131544655141
458,0,dk]@`DXLQIe[mZ{S`BJjH@@,C1(=CC(=NC(=C1)N2(CCCCC2))Br),1,,CDCl3,7.26,250.131544655141
459,0,dk]H`DXpqDfUnukmN@Hjh`@,C1(=CC(=NC(=C1)N2(CCOCC2))Br),1,,CDCl3,7.26,250.131544655141
461,0,dk^H@NAIYV{VGSX@bjH@@,C2(=CC(=CC(N1(CCCC1))=C2)C=O),1,,CDCl3,7.26,250.131544655141
463,0,dk]@@@yIYV{VGSx@bjH@@,C=2(C=C(N1(CCCC1))C=CC=2)(C#N),1,,CDCl3,7.26,250.131544655141
465,0,f`qQa@MFQbpHb@QdTabRffVDjsiX@aib@@,C1(=NOC(C)=N1)(C=2(C=CC=C(C=2)S(=O)(=O)Cl)),1,,CDCl3,7.26,250.131544655141
466,0,dg}H`IWPqDee[mvGSh@aib@@,C1(=NOC(=N1)C)(C2(=CC(=CC=C2)CBr)),1,,CDCl3,7.26,250.131544655141
473,0,deUHPDJPbAbLbbbaa]SUR`@,N1(C(Cl)=C(C=N1)C(Cl)=O)(C),1,,CDCl3,7.26,250.131544655141
479,0,dmNH`FT@aJYW_J[jYff`@,S1(C=CC=2(N(C(=CC1=2)C=O)C)),1,,CDCl3,7.26,250.131544655141
482,0,dmN@`ACDRYVuiaf@BfH@@,C=1(C=CC=2(N(C=CC=2(C=1))C))(Br),1,,CDCl3,7.26,250.131544655141
484,0,dg}H@MLDee[mVD{X@`@@@@,C=1(C(=CN=CN=1)C2(=CC(=CC=C2)C=O)),1,,CDCl3,7.26,250.131544655141
487,0,dg~H@MAIYeg_eNvB@@@@@,C=1(C=C(C=NC=1)C2(=C(C=CC=C2)C=O)),1,,CDCl3,7.26,250.131544655141
491,0,fhiP`@JA@IJUuVUteKNjjj@Bx@@,C=2(C=C(OCCN1(CCOCC1))C=CC=2C#N),1,,CDCl3,7.26,250.131544655141
497,0,dg}H@MLDee]eVx{X@H@@@@,C=1(C(=CN=CN=1)C2(=CC=C(C=C2)C=O)),1,,CDCl3,7.26,250.131544655141
502,0,fhi``@M@QdTRfRaTRPi^Bu@AUUD@@,C1(CN(CCC1)CC2(=CC=CC(=C2)C(OC)=O)),1,,CDCl3,7.26,250.131544655141
504,0,f`qp@@@R]dRbRaTRVYrsn@Bjjb@@,C=1(C=C(C=C(C#N)C=1)CN2(CCN(CC2)C)),1,,CDCl3,7.26,250.131544655141
506,0,foAa@@I@RVUueV\ly`@jjb@@,C=1(C=C(C=CC=1C=O)CN2(CCCCC2)),1,,CDCl3,7.26,250.131544655141
510,0,fdyP`@MA@aIem]YWEKpVh@JjjH@@,C=1(C=C(C=CC=1C(=O)OC)CN2(CCN(CC2)C)),1,,CDCl3,7.26,250.131544655141
512,0,dgH@IVpRVUue[cm`@jeH@@,C2(=C(C=CC(CN1(C=NC=N1))=C2)C=O),1,,CDCl3,7.26,250.131544655141
516,0,dk]H`NEPqLbbbTVQZUvBAbX`@,C1(=NC(=NO1)C=2(C(=CC=CC=2)Br))(C),1,,CDCl3,7.26,250.131544655141
518,0,dee@PAd@c@aJ[[Zfkp@,C(=C(SC)SC)(C#N)C#N,0,,CDCl3,7.26,250.131544655141
520,0,dmv@HDCDFPfPVPRYWZih@Jh@@,C(C=1(C=NC(=CC=1)Br))(F)(F)F,1,,CDCl3,7.26,250.131544655141
522,0,dk]DHJULBH`HfHtHrJPqQQKetyZZjV@@,C2(S(Cl)(=O)=O)(=C(N=C1(SC=CN12))Cl),1,,CDCl3,7.26,250.131544655141
525,0,dmtHPLCDfPRVyVEZX@`@@,C1(C(=O)CBr)(=CC(F)=CC=C1),1,,CDCl3,7.26,250.131544655141
526,0,dcMD`DrUBHrJIJIRut@QM@@@,N1(=C(N=C(C=C1C(=O)OC)C)Cl),1,,CDCl3,7.26,250.131544655141
527,0,dmtHPLCDzHRVygeZXH@@@,C=1(C(=O)CBr)(C(Cl)=CC=CC=1),1,,CDCl3,7.26,250.131544655141
529,0,deUH`DJPbLbbbaQMSUR`@,N1(N=C(C)C(=C1Cl)C=O)(C),1,,CDCl3,7.26,250.131544655141
531,0,dg~@pIBHDHnHRYWY]iev@BfjD@@,S2(C=C(N=C2(C1(=CC=C(C=C1)Cl)))CCl),1,,CDCl3,7.26,250.131544655141
534,0,dmvHpDdH`XaXaIeemn`HI`@@,C1(=C(N=CC(=C1)Cl)Cl)(C(=O)Cl),1,,CDCl3,7.26,250.131544655141
535,0,deVHPDdH`XaIeWjZ@Bd@@,C(C=1(C=C(Cl)N=CC=1))(=O)Cl,1,,CDCl3,7.26,250.131544655141
537,0,dcn@`NBHRYWYZY]`@jT`@,N2(C1(=CC=C(C=C1)Cl))(C=CC=C2),1,,CDCl3,7.26,250.131544655141
539,0,dcNDPDePBFBLbRbbtKBluKT@@,S1(C(=C(N=C=S)C=C1)C(=O)OC),1,,CDCl3,7.26,250.131544655141
541,0,deu@PDxHb`aIeeVxY`HJD@@,N1(=CN=C(C2(=C1C=CS2))Cl),1,,CDCl3,7.26,250.131544655141
543,0,dklBpDq]BH`HxHrJPqQZGiefiZ`@,C1(=C(SC=C1)C(=O)OC)(S(=O)(=O)Cl),1,,CDCl3,7.26,250.131544655141
548,0,f`~@S@JRUhD`bPqHYEHYhhldjiiZj`Px`,C(C(C(F)(F)F)=O)(C(=O)OCC)=COCC,0,,CDCl3,7.26,250.131544655141
550,0,dkmHHFE@bIdEdMdDfygiXYiZjh@@,N1(C=C(C(=N1)C(F)(F)F)C(Cl)=O)(C),1,,Acetone,2.04,250.131544655141
551,0,dkmLAHLDZISlbfbbRQEV``bp@@,[N+](C1(=C(C=CC(C#N)=C1)OC))([O-])=O,1,,CDCl3,7.26,250.131544655141
552,0,dkmHHDJPbEdMdCdLbbbaRdIjZjZd@@,N1(C(=C(C(=N1)C(F)(F)F)C=O)Cl)(C),1,,CDCl3,7.26,250.131544655141
554,0,deTDPNDH``cHhhmBSSTmP@@,S1(C=CC(Cl)=C1(C(=O)OC)),1,,CDCl3,7.26,250.131544655141
555,0,dmtDPAdH``cHhhiiRZZfZ`@,S1(C=C(C(Cl)=C1(C(=O)OC))C),1,,CDCl3,7.26,250.131544655141
557,0,do}DHDp{BHfPVPvPrJIJYRJNf`@jih@@,C=1(C(C(F)(F)F)=NC(=NC=1)Cl)(C(=O)OC),1,,CDCl3,7.26,250.131544655141
